age;job;marital;education;contact;term_deposit;balance;Cluster_Prediction
46;entrepreneur;married;tertiary;cellular;yes;1920;3
52;technician;married;secondary;cellular;no;2944;3
58;retired;married;primary;cellular;no;701;0
43;management;married;tertiary;cellular;no;1;0
31;management;divorced;tertiary;cellular;no;-6;0
30;technician;married;tertiary;cellular;no;296;0
47;management;married;tertiary;cellular;no;5049;3
47;housemaid;divorced;secondary;cellular;no;26;0
31;management;single;secondary;cellular;no;2;0
30;management;married;tertiary;cellular;no;882;0
30;technician;married;secondary;cellular;no;817;0
44;management;married;tertiary;cellular;no;1383;0
46;management;married;tertiary;cellular;no;144;0
30;management;married;tertiary;cellular;no;696;0
54;blue-collar;married;primary;cellular;no;2110;3
49;admin.;married;secondary;cellular;no;682;0
50;admin.;married;primary;cellular;no;82;0
38;self-employed;married;tertiary;cellular;no;656;0
54;unknown;married;primary;cellular;no;981;0
34;unemployed;married;tertiary;cellular;no;10;0
36;technician;married;tertiary;cellular;no;508;0
47;management;married;tertiary;cellular;no;286;0
36;management;divorced;tertiary;cellular;no;0;0
47;blue-collar;married;primary;telephone;no;469;0
49;management;married;tertiary;cellular;no;502;0
50;technician;married;secondary;telephone;no;0;0
59;housemaid;married;primary;cellular;no;57;0
34;management;married;secondary;cellular;no;857;0
31;management;single;tertiary;cellular;no;-201;0
36;technician;single;secondary;cellular;no;159;0
30;unemployed;single;tertiary;cellular;no;463;0
41;technician;married;secondary;cellular;no;994;0
35;self-employed;married;secondary;cellular;no;1256;0
31;management;single;tertiary;cellular;no;47;0
33;management;single;tertiary;cellular;no;71;0
32;management;single;tertiary;cellular;no;17;0
50;management;married;tertiary;cellular;no;72;0
39;management;single;tertiary;cellular;no;968;0
41;technician;married;secondary;cellular;no;0;0
32;technician;single;tertiary;cellular;no;195;0
35;technician;married;tertiary;cellular;no;1006;0
30;technician;single;secondary;cellular;no;3;0
32;management;married;tertiary;cellular;no;4;0
46;housemaid;married;primary;cellular;no;131;0
31;unknown;divorced;tertiary;cellular;no;137;0
57;retired;married;primary;cellular;no;318;0
39;management;married;tertiary;cellular;no;0;0
40;technician;married;tertiary;cellular;no;1207;0
60;retired;married;secondary;cellular;no;30;0
49;technician;married;tertiary;cellular;no;2950;3
32;management;married;tertiary;cellular;no;141;0
34;management;single;secondary;cellular;no;0;0
59;admin.;married;secondary;cellular;yes;1575;0
34;management;single;tertiary;cellular;no;1336;0
33;entrepreneur;married;secondary;cellular;no;5809;3
40;management;married;tertiary;cellular;no;0;0
32;management;single;tertiary;telephone;no;0;0
34;management;divorced;tertiary;cellular;no;140;0
43;technician;single;secondary;cellular;no;4990;3
55;management;divorced;tertiary;cellular;no;1598;0
31;technician;single;secondary;cellular;no;354;0
57;technician;married;secondary;cellular;no;0;0
36;technician;divorced;secondary;cellular;no;433;0
36;services;married;secondary;cellular;no;33;0
47;housemaid;married;secondary;cellular;no;443;0
32;technician;married;tertiary;cellular;no;0;0
32;management;married;tertiary;cellular;no;263;0
36;technician;single;secondary;cellular;no;664;0
35;technician;married;secondary;cellular;no;712;0
41;management;married;tertiary;cellular;no;527;0
51;blue-collar;married;secondary;cellular;no;548;0
45;technician;divorced;secondary;cellular;no;88;0
34;management;married;secondary;cellular;no;42;0
31;technician;single;secondary;cellular;no;373;0
31;management;single;tertiary;cellular;no;55;0
59;retired;married;primary;cellular;no;0;0
32;technician;married;tertiary;cellular;no;43;0
47;services;married;secondary;cellular;no;2322;3
35;technician;single;secondary;cellular;no;127;0
59;retired;married;primary;cellular;no;0;0
56;admin.;married;secondary;cellular;no;150;0
41;technician;married;secondary;cellular;no;65;0
36;management;single;tertiary;cellular;no;156;0
45;technician;married;tertiary;cellular;no;12766;1
31;technician;single;tertiary;cellular;no;336;0
37;management;married;secondary;cellular;no;261;0
31;management;single;tertiary;cellular;no;1308;0
45;management;married;tertiary;cellular;no;0;0
31;housemaid;single;tertiary;cellular;no;0;0
36;technician;married;secondary;cellular;no;287;0
30;technician;single;secondary;cellular;no;0;0
42;technician;divorced;secondary;cellular;no;2861;3
47;services;married;tertiary;cellular;no;871;0
37;technician;married;secondary;cellular;no;1725;0
31;management;single;tertiary;cellular;no;18;0
43;management;married;secondary;cellular;no;445;0
30;technician;single;tertiary;cellular;no;0;0
31;technician;married;secondary;cellular;no;298;0
30;self-employed;married;tertiary;cellular;no;-517;0
34;technician;single;tertiary;cellular;no;632;0
48;blue-collar;married;primary;telephone;no;2519;3
30;services;married;secondary;cellular;no;475;0
37;technician;married;tertiary;cellular;no;2043;3
53;unemployed;divorced;secondary;cellular;no;468;0
31;technician;divorced;tertiary;cellular;no;75;0
34;technician;married;tertiary;cellular;no;23;0
35;management;married;tertiary;cellular;no;94;0
47;blue-collar;married;secondary;cellular;no;4709;3
54;management;divorced;secondary;cellular;no;2762;3
59;admin.;married;secondary;cellular;no;6264;1
45;services;married;secondary;cellular;no;1064;0
49;technician;married;secondary;telephone;no;702;0
38;housemaid;married;secondary;cellular;no;316;0
32;management;married;tertiary;cellular;no;26;0
46;housemaid;married;primary;cellular;no;304;0
55;blue-collar;married;secondary;cellular;no;176;0
58;blue-collar;married;primary;cellular;no;4354;3
51;technician;married;secondary;cellular;no;130;0
37;management;married;tertiary;cellular;no;49;0
50;services;single;secondary;telephone;no;321;0
47;blue-collar;married;secondary;cellular;no;-18;0
53;services;married;secondary;cellular;no;1;0
51;management;married;tertiary;cellular;no;79;0
33;management;single;tertiary;cellular;no;349;0
60;blue-collar;married;primary;cellular;no;0;0
49;blue-collar;married;primary;cellular;no;239;0
49;blue-collar;married;primary;cellular;no;397;0
47;blue-collar;married;primary;cellular;no;0;0
32;self-employed;married;tertiary;cellular;no;102;0
37;housemaid;married;primary;cellular;no;655;0
30;technician;married;secondary;cellular;no;394;0
38;management;married;tertiary;cellular;no;441;0
53;housemaid;married;unknown;cellular;no;0;0
44;self-employed;married;secondary;cellular;no;465;0
31;technician;single;secondary;cellular;no;-466;0
40;self-employed;married;secondary;cellular;no;2;0
41;management;divorced;tertiary;telephone;no;369;0
44;technician;married;secondary;cellular;no;56;0
30;management;divorced;tertiary;cellular;no;0;0
33;technician;married;tertiary;cellular;no;29;0
33;technician;single;secondary;cellular;no;635;0
31;management;single;tertiary;cellular;no;34;0
33;management;single;secondary;cellular;no;15;0
32;management;married;tertiary;cellular;no;2172;3
57;housemaid;married;unknown;cellular;no;0;0
44;housemaid;married;primary;cellular;no;41;0
41;housemaid;married;primary;cellular;no;46;0
40;management;married;secondary;cellular;no;830;0
59;blue-collar;married;primary;cellular;no;63;0
35;technician;single;secondary;cellular;no;126;0
33;technician;single;tertiary;cellular;no;0;0
33;technician;single;secondary;cellular;no;0;0
33;unknown;married;tertiary;cellular;no;8971;1
45;technician;single;secondary;cellular;no;11;0
35;technician;single;secondary;cellular;no;24;0
52;self-employed;married;tertiary;cellular;no;583;0
58;services;married;secondary;cellular;no;818;0
60;retired;married;unknown;cellular;no;963;0
51;unemployed;married;secondary;cellular;yes;234;0
39;technician;married;secondary;cellular;no;140;0
34;management;single;tertiary;cellular;no;0;0
38;technician;married;secondary;cellular;no;299;0
33;management;married;tertiary;cellular;no;52;0
32;technician;divorced;tertiary;cellular;yes;53;0
50;services;married;secondary;cellular;no;26394;4
31;technician;married;tertiary;cellular;no;1385;0
31;technician;single;secondary;cellular;no;4028;3
60;retired;married;secondary;cellular;no;0;0
46;technician;married;secondary;cellular;no;520;0
57;retired;married;primary;cellular;yes;3518;3
50;blue-collar;married;primary;cellular;no;19;0
39;technician;divorced;secondary;cellular;no;115;0
50;management;married;tertiary;cellular;no;135;0
36;management;married;tertiary;cellular;no;591;0
36;management;single;tertiary;cellular;no;86;0
58;technician;married;tertiary;cellular;no;0;0
31;management;single;tertiary;cellular;no;0;0
30;management;single;tertiary;cellular;no;77;0
52;services;married;secondary;cellular;no;381;0
53;unknown;married;unknown;cellular;no;0;0
51;technician;married;tertiary;cellular;no;-3;0
33;technician;single;secondary;cellular;no;-32;0
48;management;divorced;tertiary;cellular;no;0;0
60;retired;married;primary;cellular;no;155;0
50;management;divorced;tertiary;cellular;no;0;0
59;blue-collar;married;primary;cellular;no;6271;1
33;technician;single;tertiary;cellular;no;137;0
37;self-employed;married;secondary;cellular;no;119;0
45;blue-collar;married;primary;cellular;no;185;0
47;management;married;secondary;cellular;no;1083;0
41;technician;married;secondary;cellular;no;2039;3
52;management;married;tertiary;cellular;no;967;0
35;technician;single;tertiary;cellular;no;275;0
34;technician;married;secondary;cellular;no;47;0
36;management;married;tertiary;cellular;no;1235;0
32;technician;married;secondary;cellular;no;4;0
36;management;married;tertiary;cellular;no;3874;3
58;blue-collar;married;unknown;cellular;no;9;0
43;technician;married;secondary;cellular;yes;136;0
55;blue-collar;married;secondary;cellular;no;467;0
33;technician;single;secondary;cellular;no;161;0
51;blue-collar;married;primary;cellular;no;581;0
43;management;married;tertiary;cellular;no;676;0
33;technician;single;secondary;cellular;no;9;0
32;technician;married;secondary;cellular;no;1840;0
37;management;married;tertiary;cellular;no;0;0
48;management;single;tertiary;cellular;yes;830;0
40;technician;divorced;secondary;cellular;no;237;0
30;technician;married;secondary;cellular;no;384;0
37;management;married;tertiary;cellular;no;566;0
46;admin.;married;secondary;cellular;no;1083;0
53;technician;divorced;secondary;cellular;no;394;0
38;management;divorced;tertiary;cellular;no;2350;3
49;admin.;married;secondary;cellular;no;635;0
33;management;single;tertiary;cellular;no;9135;1
56;blue-collar;married;unknown;cellular;no;3197;3
34;technician;single;secondary;cellular;no;1174;0
32;technician;married;secondary;cellular;no;79;0
46;blue-collar;married;primary;cellular;no;575;0
38;technician;divorced;secondary;cellular;no;631;0
44;management;divorced;tertiary;cellular;no;96;0
42;technician;divorced;tertiary;cellular;no;343;0
46;blue-collar;married;secondary;cellular;no;519;0
45;blue-collar;married;secondary;cellular;no;221;0
49;blue-collar;married;secondary;cellular;no;1860;3
42;management;single;tertiary;cellular;no;0;0
54;housemaid;married;primary;cellular;no;470;0
47;technician;married;tertiary;cellular;no;52;0
54;blue-collar;married;primary;cellular;no;211;0
43;technician;married;secondary;cellular;no;246;0
52;management;single;tertiary;cellular;no;597;0
33;management;single;tertiary;cellular;no;-2;0
49;housemaid;married;primary;cellular;no;-75;0
60;retired;married;tertiary;cellular;no;0;0
32;management;married;tertiary;cellular;no;1232;0
30;technician;single;secondary;cellular;no;175;0
34;technician;married;secondary;cellular;no;545;0
37;technician;married;secondary;cellular;no;5380;3
36;management;married;tertiary;cellular;no;46;0
39;management;single;tertiary;cellular;no;0;0
33;housemaid;married;primary;cellular;yes;2054;3
49;management;divorced;tertiary;cellular;no;112;0
47;technician;married;secondary;cellular;no;1990;3
46;management;married;secondary;telephone;no;0;0
33;management;single;tertiary;cellular;no;369;0
43;housemaid;married;primary;cellular;no;0;0
54;self-employed;married;secondary;cellular;no;745;0
39;technician;single;tertiary;cellular;no;-41;0
58;blue-collar;married;primary;telephone;no;0;0
59;technician;married;secondary;cellular;no;283;0
51;housemaid;married;secondary;cellular;no;603;0
40;technician;married;secondary;cellular;no;214;0
56;management;single;tertiary;cellular;no;3694;3
41;management;divorced;tertiary;cellular;no;-68;0
30;management;single;tertiary;cellular;no;171;0
45;self-employed;married;secondary;cellular;no;-124;0
35;technician;single;tertiary;cellular;no;2650;3
33;management;married;tertiary;cellular;no;584;0
49;housemaid;married;secondary;cellular;no;905;0
45;technician;single;secondary;cellular;no;21;0
37;technician;married;tertiary;cellular;no;905;0
59;blue-collar;married;primary;cellular;yes;-546;0
54;housemaid;married;primary;cellular;no;182;0
38;management;married;tertiary;cellular;no;1463;0
35;management;divorced;tertiary;cellular;no;29;0
33;technician;married;tertiary;cellular;no;74;0
37;unemployed;divorced;tertiary;cellular;no;1085;0
30;management;married;tertiary;cellular;no;42;0
52;technician;married;secondary;cellular;no;3431;3
45;admin.;married;secondary;cellular;no;309;0
